latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.627415,-122.17464,179.0,-25200,America/Los_Angeles,GMT-7

time,temperature_2m_mean (°C),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h)
2015-06-07,20.1,56220.34,0.00,0.00,0.00,12.1
2015-06-08,20.4,56255.61,0.00,0.00,0.00,13.5
2015-06-09,19.9,56289.89,0.00,0.00,0.00,15.5
2015-06-10,18.2,56536.56,0.00,0.00,0.00,10.5
2015-06-11,16.5,55950.97,0.00,0.00,0.00,14.9
2015-06-12,14.0,50956.99,0.80,0.80,0.00,9.0
2015-06-13,15.0,56356.99,0.00,0.00,0.00,10.2
2015-06-14,17.2,56611.52,0.00,0.00,0.00,15.0
2015-06-15,19.0,54322.45,0.00,0.00,0.00,12.6
2015-06-16,16.6,53094.86,0.00,0.00,0.00,12.0
2015-06-17,16.8,55957.63,0.00,0.00,0.00,10.1
2015-06-18,17.5,49376.05,0.30,0.30,0.00,16.0
2015-06-19,14.8,51280.39,7.70,7.70,0.00,12.5
2015-06-20,15.5,56381.20,0.00,0.00,0.00,14.2
2015-06-21,17.0,49506.15,0.00,0.00,0.00,12.6
2015-06-22,16.6,56395.47,0.00,0.00,0.00,10.1
2015-06-23,17.3,52803.68,0.00,0.00,0.00,10.5
2015-06-24,18.8,39729.58,0.00,0.00,0.00,10.2
2015-06-25,20.1,56421.99,0.00,0.00,0.00,15.4
2015-06-26,21.7,56023.70,0.00,0.00,0.00,17.4
2015-06-27,23.6,54809.90,0.00,0.00,0.00,17.6
2015-06-28,23.3,37397.61,0.00,0.00,0.00,12.0
2015-06-29,23.7,52130.39,0.00,0.00,0.00,8.1
2015-06-30,22.0,55663.29,0.00,0.00,0.00,12.5
2015-07-01,22.2,55677.47,0.00,0.00,0.00,16.1
2015-07-02,23.9,55655.64,0.00,0.00,0.00,13.7
2015-07-03,23.7,55708.73,0.00,0.00,0.00,10.4
2015-07-04,23.2,55725.62,0.00,0.00,0.00,13.4
2015-07-05,24.1,55338.20,0.00,0.00,0.00,13.9
2015-07-06,23.4,55357.27,0.00,0.00,0.00,10.1
2015-07-07,20.5,54973.05,0.00,0.00,0.00,9.4
2015-07-08,21.9,54994.23,0.00,0.00,0.00,11.4
2015-07-09,22.8,55016.11,0.00,0.00,0.00,10.5
2015-07-10,18.3,37989.22,0.00,0.00,0.00,18.7
2015-07-11,17.2,23827.60,0.00,0.00,0.00,13.0
2015-07-12,18.8,49722.93,0.00,0.00,0.00,10.9
2015-07-13,17.8,44526.99,0.60,0.60,0.00,11.4
2015-07-14,18.1,54175.60,0.00,0.00,0.00,12.0
2015-07-15,18.0,54152.86,0.10,0.10,0.00,14.2
2015-07-16,17.5,50639.23,0.80,0.80,0.00,9.2
2015-07-17,18.7,53256.68,0.00,0.00,0.00,16.9
2015-07-18,21.8,53688.87,0.00,0.00,0.00,13.6
2015-07-19,24.5,53661.87,0.00,0.00,0.00,12.8
2015-07-20,19.9,53524.54,0.00,0.00,0.00,17.3
2015-07-21,16.8,24180.92,0.80,0.80,0.00,13.3
2015-07-22,16.6,30176.02,0.00,0.00,0.00,10.7
2015-07-23,17.1,31087.30,0.00,0.00,0.00,9.5
2015-07-24,17.0,41613.62,0.30,0.30,0.00,14.1
2015-07-25,15.3,32990.59,8.00,8.00,0.00,6.9
2015-07-26,14.5,45126.79,5.10,5.10,0.00,9.8
2015-07-27,15.4,52566.64,0.10,0.10,0.00,7.1
2015-07-28,17.7,52975.48,0.00,0.00,0.00,12.4
2015-07-29,20.0,52898.02,0.00,0.00,0.00,14.0
2015-07-30,21.8,52818.87,0.00,0.00,0.00,15.9
2015-07-31,22.9,52738.12,0.00,0.00,0.00,10.6
2015-08-01,22.9,52646.29,0.00,0.00,0.00,12.6
2015-08-02,22.3,46800.00,0.00,0.00,0.00,10.9
2015-08-03,21.4,49526.61,0.30,0.30,0.00,12.1
2015-08-04,18.5,47659.40,0.00,0.00,0.00,11.6
2015-08-05,16.3,50556.46,0.00,0.00,0.00,14.1
2015-08-06,16.7,47625.55,0.70,0.70,0.00,10.0
2015-08-07,18.1,50640.16,0.00,0.00,0.00,11.2
2015-08-08,18.2,45341.12,0.20,0.20,0.00,17.0
2015-08-09,19.5,49781.89,0.00,0.00,0.00,15.2
2015-08-10,20.5,50224.87,0.00,0.00,0.00,13.5
2015-08-11,21.2,50194.05,0.00,0.00,0.00,19.3
2015-08-12,23.3,50163.65,0.00,0.00,0.00,13.8
2015-08-13,21.9,49984.18,0.00,0.00,0.00,12.0
2015-08-14,17.2,31850.25,4.10,4.10,0.00,20.5
2015-08-15,15.7,45583.62,0.50,0.50,0.00,17.4
2015-08-16,16.6,49746.64,0.00,0.00,0.00,14.9
2015-08-17,18.0,49667.02,0.00,0.00,0.00,14.5
2015-08-18,20.0,49587.26,0.00,0.00,0.00,17.1
2015-08-19,21.4,49507.40,0.00,0.00,0.00,12.6
2015-08-20,17.7,48157.14,0.00,0.00,0.00,16.2
2015-08-21,15.8,42767.06,0.10,0.10,0.00,10.9
2015-08-22,17.8,49267.67,0.00,0.00,0.00,13.2
2015-08-23,19.2,49126.12,0.00,0.00,0.00,9.7
2015-08-24,17.8,48784.18,0.00,0.00,0.00,11.5
2015-08-25,17.1,46996.16,0.00,0.00,0.00,11.8
2015-08-26,18.6,47578.37,0.00,0.00,0.00,8.9
2015-08-27,20.1,46814.54,0.00,0.00,0.00,8.1
2015-08-28,18.2,22207.94,5.60,5.60,0.00,17.4
2015-08-29,16.5,32637.70,16.30,16.30,0.00,44.4
2015-08-30,14.5,41697.56,12.50,12.50,0.00,22.0
2015-08-31,15.0,236.11,3.90,3.90,0.00,25.3
2015-09-01,14.8,0.00,5.90,5.90,0.00,22.7
2015-09-02,13.6,45720.30,8.80,8.80,0.00,15.2
2015-09-03,11.9,39997.04,2.00,2.00,0.00,10.7
2015-09-04,11.2,45069.91,0.00,0.00,0.00,15.4
2015-09-05,12.3,43211.41,2.00,2.00,0.00,9.8
2015-09-06,12.2,7983.96,0.90,0.90,0.00,13.7
2015-09-07,14.4,43293.29,0.40,0.40,0.00,7.3
2015-09-08,15.3,18225.41,0.10,0.10,0.00,14.7
2015-09-09,16.1,43721.00,0.00,0.00,0.00,9.0
2015-09-10,16.4,43781.13,0.00,0.00,0.00,15.5
2015-09-11,18.3,43499.73,0.00,0.00,0.00,12.1
2015-09-12,18.5,43218.88,0.00,0.00,0.00,12.1
2015-09-13,15.4,36760.13,1.80,1.80,0.00,12.2
2015-09-14,12.3,7759.29,0.20,0.20,0.00,9.3
2015-09-15,11.7,32112.08,1.40,1.40,0.00,12.2
2015-09-16,13.2,43200.00,0.60,0.60,0.00,9.2
2015-09-17,13.1,39681.73,4.40,4.40,0.00,15.1
2015-09-18,14.2,32722.19,1.40,1.40,0.00,15.1
2015-09-19,14.9,15393.60,2.00,2.00,0.00,18.2
2015-09-20,16.5,34263.46,12.40,12.40,0.00,28.4
2015-09-21,12.5,43200.00,1.60,1.60,0.00,12.4
2015-09-22,11.2,43186.24,0.00,0.00,0.00,7.7
2015-09-23,12.5,43090.82,0.00,0.00,0.00,12.4
2015-09-24,15.0,42881.41,0.00,0.00,0.00,15.2
2015-09-25,11.7,782.10,4.10,4.10,0.00,16.4
2015-09-26,10.8,42471.52,0.60,0.60,0.00,10.3
2015-09-27,9.5,42264.89,0.00,0.00,0.00,17.0
2015-09-28,12.1,42058.37,0.00,0.00,0.00,15.8
2015-09-29,13.0,41852.07,0.00,0.00,0.00,9.2
2015-09-30,13.2,41646.13,0.00,0.00,0.00,6.4
2015-10-01,13.3,41440.67,0.00,0.00,0.00,8.6
2015-10-02,12.2,5543.45,0.50,0.50,0.00,13.7
2015-10-03,12.6,38735.48,0.00,0.00,0.00,18.1
2015-10-04,13.2,40828.35,0.00,0.00,0.00,15.3
2015-10-05,13.7,40217.48,0.00,0.00,0.00,10.4
2015-10-06,13.5,5995.90,0.00,0.00,0.00,14.8
2015-10-07,12.7,0.00,8.70,8.70,0.00,11.5
2015-10-08,14.8,2686.04,0.90,0.90,0.00,10.0
2015-10-09,14.7,14214.19,2.60,2.60,0.00,19.5
2015-10-10,14.9,21663.07,11.10,11.10,0.00,34.9
2015-10-11,12.2,29542.62,2.00,2.00,0.00,10.2
2015-10-12,13.0,26011.14,2.70,2.70,0.00,20.2
2015-10-13,12.0,26013.75,2.80,2.80,0.00,11.5
2015-10-14,9.9,36181.52,0.00,0.00,0.00,15.1
2015-10-15,12.4,32594.78,0.00,0.00,0.00,12.4
2015-10-16,13.2,36273.75,0.00,0.00,0.00,8.8
2015-10-17,13.7,26342.09,1.20,1.20,0.00,10.7
2015-10-18,12.4,0.00,3.10,3.10,0.00,8.3
2015-10-19,13.2,23869.83,0.70,0.70,0.00,12.6
2015-10-20,11.7,36000.00,0.00,0.00,0.00,6.6
2015-10-21,10.9,33317.29,0.00,0.00,0.00,9.3
2015-10-22,10.2,36000.00,0.00,0.00,0.00,9.3
2015-10-23,8.7,31560.13,0.00,0.00,0.00,11.9
2015-10-24,9.0,8469.07,0.00,0.00,0.00,10.1
2015-10-25,10.7,20965.12,11.50,11.50,0.00,26.2
2015-10-26,10.5,1854.92,7.20,7.20,0.00,28.5
2015-10-27,11.3,34102.08,0.00,0.00,0.00,12.8
2015-10-28,10.2,10612.71,8.10,8.10,0.00,15.4
2015-10-29,11.5,20251.02,2.70,2.70,0.00,17.3
2015-10-30,12.3,10352.10,24.80,24.80,0.00,32.0
2015-10-31,11.6,4414.04,39.10,39.10,0.00,35.2
2015-11-01,9.4,21402.05,12.60,12.60,0.00,31.2
2015-11-02,8.2,31862.91,4.50,4.50,0.00,18.2
2015-11-03,6.2,34444.87,0.00,0.00,0.00,12.3
2015-11-04,6.1,31129.21,0.00,0.00,0.00,11.4
2015-11-05,7.3,17187.59,4.40,4.40,0.00,14.4
2015-11-06,8.9,22754.52,0.00,0.00,0.00,17.6
2015-11-07,9.0,0.00,17.00,17.00,0.00,21.4
2015-11-08,7.4,24851.52,11.10,11.10,0.00,9.4
2015-11-09,6.3,20595.04,5.50,5.50,0.00,13.2
2015-11-10,6.5,20573.91,0.30,0.30,0.00,30.1
2015-11-11,6.4,26439.02,11.20,11.20,0.00,30.3
2015-11-12,5.7,0.00,18.00,18.00,0.00,29.3
2015-11-13,10.1,0.00,43.60,43.60,0.00,36.4
2015-11-14,6.9,0.00,40.90,40.90,0.00,17.4
2015-11-15,3.9,19111.96,17.70,16.30,0.98,22.1
2015-11-16,3.8,16.78,13.40,13.40,0.00,28.4
2015-11-17,8.6,0.00,40.00,40.00,0.00,43.9
2015-11-18,5.0,18557.62,2.40,2.40,0.00,14.8
2015-11-19,4.1,30280.93,1.60,1.60,0.00,19.2
2015-11-20,2.2,30765.18,0.00,0.00,0.00,11.3
2015-11-21,1.6,30444.65,0.00,0.00,0.00,10.9
2015-11-22,2.2,29908.34,0.00,0.00,0.00,8.9
2015-11-23,2.4,11922.82,2.10,2.10,0.00,14.5
2015-11-24,3.6,21620.99,1.00,1.00,0.00,24.4
2015-11-25,1.2,29645.75,0.00,0.00,0.00,17.2
2015-11-26,0.9,29283.37,0.00,0.00,0.00,10.8
2015-11-27,0.8,29327.58,0.00,0.00,0.00,9.1
2015-11-28,0.2,28960.60,0.00,0.00,0.00,8.7
2015-11-29,-0.3,29002.22,0.00,0.00,0.00,9.4
2015-11-30,0.9,27196.75,0.20,0.20,0.00,13.0
2015-12-01,4.3,16699.39,5.20,5.20,0.00,22.5
2015-12-02,4.7,15175.76,3.70,3.70,0.00,21.8
2015-12-03,6.1,32.46,15.60,15.60,0.00,36.9
2015-12-04,6.1,17700.35,3.30,3.30,0.00,20.6
2015-12-05,4.7,0.00,17.60,17.60,0.00,26.0
2015-12-06,6.8,9745.86,16.00,16.00,0.00,31.3
2015-12-07,7.1,0.00,14.90,14.90,0.00,26.6
2015-12-08,10.0,0.00,42.40,42.40,0.00,35.2
2015-12-09,7.6,21505.29,15.00,15.00,0.00,30.6
2015-12-10,6.0,3295.29,10.60,10.60,0.00,39.7
2015-12-11,4.1,8499.07,0.00,0.00,0.00,14.8
2015-12-12,4.2,0.00,12.50,12.50,0.00,37.2
2015-12-13,4.9,3685.27,6.00,6.00,0.00,34.4
2015-12-14,2.9,28406.06,1.00,1.00,0.00,9.0
2015-12-15,2.9,11749.28,1.10,1.10,0.00,18.2
2015-12-16,2.8,14741.78,2.10,2.10,0.00,12.8
2015-12-17,1.7,0.00,19.20,19.00,0.14,19.7
2015-12-18,4.1,9023.71,12.60,12.60,0.00,24.6
2015-12-19,3.6,27282.40,0.50,0.50,0.00,20.8
2015-12-20,3.8,20568.13,10.70,10.50,0.14,28.6
2015-12-21,2.4,0.00,19.20,16.90,1.61,20.6
2015-12-22,2.5,28756.04,10.00,8.80,0.84,24.4
2015-12-23,2.4,2115.48,10.20,10.20,0.00,27.0
2015-12-24,2.0,13673.46,7.20,6.70,0.35,21.3
2015-12-25,0.7,20300.63,1.90,1.20,0.49,7.8
2015-12-26,1.4,6382.39,0.00,0.00,0.00,16.1
2015-12-27,0.7,0.00,10.70,5.30,3.78,15.0
2015-12-28,1.8,22086.64,1.00,0.50,0.42,9.3
2015-12-29,0.5,28634.36,0.00,0.00,0.00,8.8
2015-12-30,-1.6,28891.01,0.00,0.00,0.00,9.4
2015-12-31,-2.7,28859.30,0.00,0.00,0.00,10.2
2016-01-01,-2.2,28828.94,0.00,0.00,0.00,10.7
2016-01-02,-1.9,28799.91,0.00,0.00,0.00,11.3
2016-01-03,-2.1,23795.18,0.30,0.00,0.28,11.2
2016-01-04,0.2,6217.16,5.20,1.60,2.59,8.2
2016-01-05,1.9,624.66,3.30,3.30,0.00,10.6
2016-01-06,2.6,29120.60,0.00,0.00,0.00,11.8
2016-01-07,1.2,28678.28,0.00,0.00,0.00,7.9
2016-01-08,1.8,29499.37,0.00,0.00,0.00,10.0
2016-01-09,1.8,29900.03,0.00,0.00,0.00,10.5
2016-01-10,1.5,30300.95,0.00,0.00,0.00,13.4
2016-01-11,1.3,6684.15,3.60,3.60,0.00,18.2
2016-01-12,3.6,0.00,16.30,16.30,0.00,24.8
2016-01-13,5.3,0.00,6.50,6.50,0.00,24.2
2016-01-14,3.1,28865.03,0.00,0.00,0.00,13.2
2016-01-15,2.1,731.90,2.60,2.60,0.00,14.2
2016-01-16,5.2,10385.77,11.10,11.10,0.00,26.3
2016-01-17,5.4,6899.62,6.40,6.40,0.00,24.7
2016-01-18,6.2,14423.71,1.60,1.60,0.00,17.9
2016-01-19,3.8,361.05,8.60,8.60,0.00,13.3
2016-01-20,4.9,10249.62,2.50,2.50,0.00,17.6
2016-01-21,5.8,0.00,27.00,27.00,0.00,18.8
2016-01-22,6.6,23414.83,11.60,11.60,0.00,24.1
2016-01-23,4.0,1627.28,5.60,5.60,0.00,8.8
2016-01-24,4.5,30782.94,2.70,2.70,0.00,12.4
2016-01-25,4.3,28472.51,0.00,0.00,0.00,11.7
2016-01-26,7.6,4090.55,6.00,6.00,0.00,18.8
2016-01-27,9.3,10141.27,4.90,4.90,0.00,21.6
2016-01-28,7.8,20132.55,28.10,28.10,0.00,29.5
2016-01-29,5.0,17387.57,7.90,7.90,0.00,26.6
2016-01-30,3.4,31442.02,2.50,2.20,0.21,17.4
2016-01-31,3.3,10038.43,0.60,0.60,0.00,18.4
2016-02-01,2.7,30364.96,2.30,2.30,0.00,14.1
2016-02-02,2.9,32400.00,0.00,0.00,0.00,9.7
2016-02-03,4.0,4387.32,10.20,10.20,0.00,24.0
2016-02-04,5.4,648.13,3.40,3.40,0.00,22.3
2016-02-05,6.4,3761.93,5.30,5.30,0.00,32.4
2016-02-06,5.2,19392.80,2.30,2.30,0.00,19.6
2016-02-07,3.9,16235.16,0.00,0.00,0.00,8.1
2016-02-08,6.2,33409.02,0.00,0.00,0.00,10.1
2016-02-09,8.1,33357.19,0.00,0.00,0.00,12.5
2016-02-10,7.8,14474.32,2.40,2.40,0.00,16.9
2016-02-11,7.5,0.00,6.50,6.50,0.00,14.9
2016-02-12,8.3,22786.22,16.20,16.20,0.00,20.8
2016-02-13,6.2,5632.53,13.70,13.70,0.00,26.1
2016-02-14,7.8,0.00,14.00,14.00,0.00,20.2
2016-02-15,8.5,0.00,23.20,23.20,0.00,27.7
2016-02-16,8.3,26697.60,6.60,6.60,0.00,16.6
2016-02-17,9.4,18367.89,4.60,4.60,0.00,23.4
2016-02-18,6.2,32294.58,3.80,3.80,0.00,23.2
2016-02-19,5.4,0.00,6.80,6.80,0.00,26.3
2016-02-20,4.8,35323.09,0.60,0.60,0.00,22.7
2016-02-21,3.2,12896.43,2.40,2.40,0.00,21.8
2016-02-22,4.3,35867.29,4.20,4.20,0.00,11.6
2016-02-23,4.8,36610.46,0.00,0.00,0.00,12.7
2016-02-24,6.8,38160.78,0.00,0.00,0.00,10.4
2016-02-25,7.0,38361.40,0.00,0.00,0.00,9.1
2016-02-26,8.1,20851.23,4.50,4.50,0.00,11.9
2016-02-27,7.7,28248.36,2.90,2.90,0.00,13.6
2016-02-28,6.3,18191.57,9.50,9.50,0.00,30.7
2016-02-29,6.1,21753.21,3.80,3.80,0.00,21.2
2016-03-01,5.8,10166.30,23.40,23.40,0.00,33.6
2016-03-02,7.7,20826.66,7.90,7.90,0.00,30.7
2016-03-03,8.5,39148.04,3.40,3.40,0.00,23.4
2016-03-04,8.2,11642.91,1.70,1.70,0.00,15.6
2016-03-05,9.7,32400.00,6.00,6.00,0.00,25.7
2016-03-06,7.6,37111.16,8.00,8.00,0.00,29.2
2016-03-07,5.2,23888.73,11.30,11.30,0.00,21.6
2016-03-08,5.3,33619.56,0.50,0.50,0.00,17.2
2016-03-09,5.7,0.00,21.00,21.00,0.00,32.4
2016-03-10,7.3,35882.30,14.80,14.80,0.00,35.8
2016-03-11,6.7,21827.09,2.10,2.10,0.00,14.1
2016-03-12,5.8,23967.57,9.30,9.30,0.00,25.7
2016-03-13,4.6,24248.91,11.70,11.70,0.00,42.1
2016-03-14,4.4,28685.09,3.00,3.00,0.00,23.7
2016-03-15,4.4,36905.78,6.10,6.10,0.00,17.1
2016-03-16,4.5,40551.48,0.10,0.10,0.00,10.2
2016-03-17,4.9,41915.10,0.00,0.00,0.00,14.8
2016-03-18,7.6,40429.48,0.00,0.00,0.00,15.3
2016-03-19,8.5,33952.26,0.00,0.00,0.00,10.5
2016-03-20,8.8,867.96,5.50,5.50,0.00,19.3
2016-03-21,7.3,7483.29,6.40,6.40,0.00,15.9
2016-03-22,7.0,29267.08,3.30,3.30,0.00,14.4
2016-03-23,6.6,1231.65,7.70,7.70,0.00,26.1
2016-03-24,6.0,37554.07,12.50,12.50,0.00,20.5
2016-03-25,6.0,39381.59,2.40,2.40,0.00,9.3
2016-03-26,7.3,38385.34,2.00,2.00,0.00,7.6
2016-03-27,6.3,43140.38,16.00,16.00,0.00,20.0
2016-03-28,5.6,44379.67,0.00,0.00,0.00,16.4
2016-03-29,7.0,44679.64,0.00,0.00,0.00,19.7
2016-03-30,9.4,44639.00,0.00,0.00,0.00,11.1
2016-03-31,10.9,44940.26,0.00,0.00,0.00,8.1
2016-04-01,11.7,44900.41,0.00,0.00,0.00,8.3
2016-04-02,10.3,45355.25,0.00,0.00,0.00,8.8
2016-04-03,11.5,41144.20,0.60,0.60,0.00,17.6
2016-04-04,8.2,45125.42,12.30,12.30,0.00,23.9
2016-04-05,7.6,13503.74,1.50,1.50,0.00,13.6
2016-04-06,10.5,43200.00,0.00,0.00,0.00,16.7
2016-04-07,14.6,45843.41,0.00,0.00,0.00,12.3
2016-04-08,14.0,45870.21,0.00,0.00,0.00,15.9
2016-04-09,12.0,46242.94,0.00,0.00,0.00,8.4
2016-04-10,9.3,46029.64,0.00,0.00,0.00,13.4
2016-04-11,9.0,44781.02,0.00,0.00,0.00,13.0
2016-04-12,8.2,18684.22,3.50,3.50,0.00,22.5
2016-04-13,8.6,33253.02,0.00,0.00,0.00,17.9
2016-04-14,8.1,46383.71,2.60,2.60,0.00,17.9
2016-04-15,8.6,10667.85,0.00,0.00,0.00,12.6
2016-04-16,10.2,48822.54,0.00,0.00,0.00,8.0
2016-04-17,13.9,48224.48,0.00,0.00,0.00,11.7
2016-04-18,17.0,49214.18,0.00,0.00,0.00,11.0
2016-04-19,17.0,49407.93,0.00,0.00,0.00,14.1
2016-04-20,17.1,49529.01,0.00,0.00,0.00,18.0
2016-04-21,15.7,46029.26,0.00,0.00,0.00,17.4
2016-04-22,12.2,26127.07,4.90,4.90,0.00,13.9
2016-04-23,11.4,34521.82,1.10,1.10,0.00,15.1
2016-04-24,8.2,45825.65,17.70,17.70,0.00,11.9
2016-04-25,7.8,49807.46,0.50,0.50,0.00,10.1
2016-04-26,8.5,48546.34,0.00,0.00,0.00,8.7
2016-04-27,9.6,41004.53,0.00,0.00,0.00,10.0
2016-04-28,10.2,27831.48,0.00,0.00,0.00,8.7
2016-04-29,10.2,38994.26,5.10,5.10,0.00,7.8
2016-04-30,10.3,50400.00,0.00,0.00,0.00,16.4
2016-05-01,13.7,50400.00,0.00,0.00,0.00,14.0
2016-05-02,17.5,50400.00,0.00,0.00,0.00,8.3
2016-05-03,15.5,38384.63,0.00,0.00,0.00,12.3
2016-05-04,12.0,40511.29,0.00,0.00,0.00,14.3
2016-05-05,12.8,49161.03,0.00,0.00,0.00,15.1
2016-05-06,15.0,50449.68,0.00,0.00,0.00,22.1
2016-05-07,16.9,50411.81,0.00,0.00,0.00,14.6
2016-05-08,12.2,43325.56,4.10,4.10,0.00,12.5
2016-05-09,11.6,50713.18,0.00,0.00,0.00,9.8
2016-05-10,13.5,51054.61,0.00,0.00,0.00,14.0
2016-05-11,15.9,51020.41,0.00,0.00,0.00,12.7
2016-05-12,15.9,51365.89,0.00,0.00,0.00,10.4
2016-05-13,18.0,50573.27,0.00,0.00,0.00,13.8
2016-05-14,13.9,22279.33,2.80,2.80,0.00,13.8
2016-05-15,11.3,66.82,4.50,4.50,0.00,12.1
2016-05-16,11.6,6457.35,1.20,1.20,0.00,7.0
2016-05-17,13.4,46800.00,0.00,0.00,0.00,8.6
2016-05-18,12.2,26806.52,7.10,7.10,0.00,12.2
2016-05-19,9.8,48115.53,11.50,11.50,0.00,10.0
2016-05-20,11.5,51114.20,0.00,0.00,0.00,13.3
2016-05-21,10.5,132.03,7.10,7.10,0.00,12.3
2016-05-22,11.6,37138.37,2.10,2.10,0.00,14.9
2016-05-23,12.1,44037.25,0.10,0.10,0.00,11.3
2016-05-24,12.5,23424.38,0.00,0.00,0.00,6.2
2016-05-25,12.8,29925.61,0.00,0.00,0.00,9.5
2016-05-26,11.3,31627.63,0.40,0.40,0.00,11.7
2016-05-27,10.2,47688.72,4.80,4.80,0.00,9.4
2016-05-28,10.2,6617.52,5.70,5.70,0.00,24.5
2016-05-29,11.4,49909.85,7.40,7.40,0.00,12.6
2016-05-30,12.5,54729.53,0.00,0.00,0.00,14.2
2016-05-31,15.5,54429.14,0.00,0.00,0.00,10.3
2016-06-01,16.5,41563.31,0.10,0.10,0.00,12.7
2016-06-02,14.2,28574.30,3.10,3.10,0.00,19.8
2016-06-03,16.8,54080.57,0.00,0.00,0.00,16.1
2016-06-04,19.4,55724.49,0.00,0.00,0.00,19.8
2016-06-05,22.3,55359.91,0.00,0.00,0.00,11.5
2016-06-06,21.5,55800.37,0.00,0.00,0.00,13.7
2016-06-07,19.9,53028.37,0.00,0.00,0.00,12.4
2016-06-08,16.1,43500.36,0.00,0.00,0.00,15.6
2016-06-09,12.8,21868.55,1.60,1.60,0.00,9.1
2016-06-10,12.1,42066.56,3.10,3.10,0.00,14.8
2016-06-11,12.0,49626.79,2.60,2.60,0.00,10.1
2016-06-12,13.3,50726.07,0.00,0.00,0.00,8.6
2016-06-13,12.0,43503.78,8.00,8.00,0.00,13.8
2016-06-14,9.6,45438.59,11.70,11.70,0.00,21.4
2016-06-15,11.3,54324.80,0.20,0.20,0.00,12.2
2016-06-16,12.3,54734.34,0.10,0.10,0.00,13.4
2016-06-17,13.3,54296.29,0.00,0.00,0.00,17.4
2016-06-18,11.9,24160.15,10.60,10.60,0.00,9.8
2016-06-19,13.4,54514.96,0.40,0.40,0.00,19.6
2016-06-20,15.6,51176.65,0.50,0.50,0.00,13.0
2016-06-21,14.4,30166.02,2.90,2.90,0.00,15.9
2016-06-22,15.4,49843.23,0.20,0.20,0.00,10.5
2016-06-23,13.8,25892.70,15.90,15.90,0.00,19.5
2016-06-24,12.7,49229.98,8.70,8.70,0.00,11.7
2016-06-25,14.5,49801.29,0.40,0.40,0.00,11.5
2016-06-26,16.6,55211.93,0.00,0.00,0.00,16.6
2016-06-27,19.4,56040.25,0.00,0.00,0.00,10.9
2016-06-28,18.2,55645.38,0.00,0.00,0.00,7.6
2016-06-29,16.4,46821.74,0.00,0.00,0.00,9.0
2016-06-30,15.9,51153.30,0.40,0.40,0.00,8.9
2016-07-01,16.0,49535.81,0.50,0.50,0.00,9.8
2016-07-02,16.8,38855.62,0.00,0.00,0.00,9.8
2016-07-03,14.7,47619.80,3.10,3.10,0.00,13.7
2016-07-04,13.8,14234.39,3.20,3.20,0.00,9.2
2016-07-05,12.9,15334.39,3.70,3.70,0.00,8.2
2016-07-06,15.1,52474.30,0.00,0.00,0.00,7.6
2016-07-07,15.0,5865.19,1.70,1.70,0.00,16.2
2016-07-08,16.0,37980.06,3.20,3.20,0.00,18.4
2016-07-09,14.8,50496.86,6.90,6.90,0.00,18.8
2016-07-10,14.9,45930.38,1.30,1.30,0.00,9.4
2016-07-11,14.9,44229.00,0.60,0.60,0.00,10.5
2016-07-12,15.8,51456.89,0.20,0.20,0.00,7.1
2016-07-13,15.8,41210.72,0.60,0.60,0.00,10.6
2016-07-14,15.4,52965.29,0.00,0.00,0.00,15.9
2016-07-15,16.0,53019.11,0.00,0.00,0.00,8.3
2016-07-16,15.9,38016.41,0.00,0.00,0.00,10.8
2016-07-17,17.8,52274.70,0.00,0.00,0.00,6.7
2016-07-18,16.1,27080.08,2.80,2.80,0.00,11.2
2016-07-19,17.6,53476.64,0.00,0.00,0.00,10.5
2016-07-20,17.9,53474.21,0.00,0.00,0.00,11.3
2016-07-21,18.9,53130.49,0.00,0.00,0.00,16.3
2016-07-22,16.4,39048.58,3.10,3.10,0.00,14.1
2016-07-23,15.9,40766.73,0.50,0.50,0.00,9.3
2016-07-24,17.7,53210.06,0.00,0.00,0.00,12.8
2016-07-25,20.0,53139.29,0.00,0.00,0.00,11.3
2016-07-26,18.4,41562.00,0.00,0.00,0.00,8.5
2016-07-27,19.8,52992.51,0.00,0.00,0.00,14.7
2016-07-28,20.8,52916.64,0.00,0.00,0.00,15.3
2016-07-29,21.4,52839.18,0.00,0.00,0.00,13.3
2016-07-30,18.2,45415.99,0.00,0.00,0.00,12.1
2016-07-31,16.7,46945.43,0.40,0.40,0.00,11.9
2016-08-01,17.5,48807.42,0.00,0.00,0.00,11.9
2016-08-02,15.2,46671.96,6.40,6.40,0.00,11.3
2016-08-03,16.1,42604.07,0.00,0.00,0.00,11.5
2016-08-04,17.5,51657.66,0.00,0.00,0.00,17.1
2016-08-05,17.9,50956.29,0.00,0.00,0.00,13.4
2016-08-06,15.1,38599.50,0.00,0.00,0.00,11.3
2016-08-07,15.3,38881.01,1.50,1.50,0.00,11.6
2016-08-08,14.8,47778.00,3.40,3.40,0.00,6.4
2016-08-09,15.6,10327.56,0.40,0.40,0.00,10.2
2016-08-10,17.0,43368.80,0.00,0.00,0.00,9.6
2016-08-11,18.0,50174.09,0.00,0.00,0.00,12.6
2016-08-12,20.5,50002.80,0.00,0.00,0.00,12.6
